N,P,K,temperature,humidity,ph,rainfall,soil_type,Crop
33,71,10,20.64,47.64,4.48,133.46,sandy,groundnut
78,14,129,15.85,47,6.92,103.55,clay,oilseeds
60,75,137,14.38,80.34,6.18,206.65,loamy,cotton
112,45,123,30.48,36.58,4.91,290.75,loamy,gram
1,75,73,31.77,84.6,4.32,138.36,sandy,pulses
93,31,59,10.26,55.57,5.08,107.23,loamy,millet
33,53,32,39.82,86.12,4.23,51.47,loamy,jowar
68,37,27,29.46,86.47,7.27,178.38,loamy,pulses
61,82,49,34.98,84.35,5.61,254.12,loamy,gram
73,20,12,15.55,89.85,6.64,246.62,clay,jowar
56,116,66,38.42,50.34,8.58,48.38,clay,oilseeds
49,48,148,23.17,89.66,4.49,270.28,loamy,groundnut
20,102,109,23.46,39.08,8.02,239,loamy,wheat
83,65,66,39.52,36.37,7.32,111.61,clay,sugarcane
1,30,196,26.63,49.88,5.72,34.67,clay,groundnut
94,16,5,29.94,49.06,8.78,172.17,clay,soybean
41,91,141,32.72,60.6,8.62,83.78,sandy,pulses
5,54,27,11.2,63.87,6.12,281.96,sandy,millet
144,95,69,19.55,84.7,8.47,164.86,clay,jowar
105,102,40,38.72,76.83,5.37,74.81,sandy,sugarcane
91,28,49,29.61,85.6,5.49,123.95,loamy,groundnut
119,80,124,11.67,66.18,4.35,61.88,clay,millet
66,23,133,22.25,79.27,4.36,197.69,clay,barley
2,93,117,11.77,64.79,6.31,109.55,sandy,oilseeds
54,72,136,34.27,49.08,7.26,121.89,clay,soybean
145,71,112,24.78,58.72,4.13,120.91,clay,pulses
5,31,136,34.53,21.65,5.19,182.36,sandy,millet
127,96,34,21.45,54.82,4.29,99.63,sandy,bajra
8,23,152,28.2,67.24,5.85,116.39,sandy,wheat
28,35,126,35.81,72.49,5.25,79.86,sandy,gram
87,116,195,35.04,84.1,5.14,85.8,loamy,gram
10,84,150,34.53,59.6,6.43,171.11,loamy,jowar
110,64,141,21.48,71.12,7.35,291.52,sandy,jowar
109,31,53,16.64,89.56,5.37,99.21,clay,groundnut
30,27,30,24.87,66.65,7.62,41.02,clay,pulses
106,14,115,34.35,36.25,7.75,219.47,loamy,barley
65,97,15,12.17,72.79,8.32,135.71,clay,wheat
89,86,161,14.62,63.37,5.2,291.26,clay,cotton
19,71,99,13.78,43.56,6.57,248.13,loamy,millet
129,76,41,37.35,92.85,4.33,246.7,sandy,pulses
8,31,176,35.97,53.7,7.21,216.5,loamy,sugarcane
11,94,56,31.6,90.45,4.43,200.87,clay,groundnut
5,65,110,28.19,90.56,6.4,261.97,loamy,rice
98,101,193,29.89,25.01,7.4,192.99,sandy,pulses
139,107,59,31.22,67.55,8.88,238.26,sandy,groundnut
89,56,196,31.96,43.42,5.8,208.79,loamy,maize
11,18,20,27.65,32.78,6.29,22.77,loamy,barley
5,91,27,24.9,52.03,4.45,134.25,clay,cotton
15,68,141,21.24,91.36,5.02,231.8,clay,groundnut
54,49,15,15.54,68.07,5.34,216.95,loamy,rice
71,31,27,17.7,41.97,7.17,60.98,clay,bajra
8,47,7,31.83,50.93,6.81,203.42,clay,gram
9,22,10,26.88,57.29,6.57,108.91,loamy,wheat
63,79,135,12.81,41.91,4.11,255.36,sandy,pulses
41,51,190,31.76,82.55,6.81,245.38,loamy,wheat
86,47,137,33.33,72.87,5.89,115.83,loamy,maize
58,5,115,25.58,64.39,7.83,39.8,loamy,bajra
93,25,157,18.37,99.84,8.27,23.68,clay,millet
5,62,52,36.78,83.67,4.07,282.65,clay,cotton
85,98,106,12.62,43.71,8.76,85.17,sandy,sugarcane
103,21,97,12.59,65.62,6.32,256.22,sandy,jowar
45,83,122,34.16,92.27,6.88,233.62,clay,wheat
76,67,108,19.23,27.75,8.96,68.65,clay,soybean
109,15,46,38.52,30.56,6.13,289.96,loamy,millet
107,8,68,30.31,53.24,8.58,246.11,clay,pulses
111,75,47,16.29,98.11,5.9,221.4,clay,jowar
69,17,16,21.26,94.3,4.65,110.82,sandy,soybean
56,44,193,33.65,73.56,7.51,234.8,sandy,jowar
124,44,161,26.58,31.69,5.76,198.14,clay,gram
68,25,111,38.38,89.54,5.98,31.09,loamy,sugarcane
140,58,111,26.97,21.99,6.62,34.38,sandy,cotton
75,76,75,36.07,59.38,7.25,68.46,clay,sugarcane
56,27,14,38.06,22.32,6.15,167.1,sandy,cotton
63,76,15,16.85,83.71,6.7,189.11,loamy,rice
83,82,185,35.45,46.3,6.2,104.89,sandy,sugarcane
49,96,74,19.03,38.46,5.5,166.41,clay,maize
100,56,155,36.23,81.1,8.31,24.41,sandy,sugarcane
100,115,55,13.18,80.85,6.95,106.06,loamy,gram
142,61,142,33.32,57.38,8.43,296.15,loamy,cotton
101,97,56,15.77,83.88,5.24,226.31,clay,wheat
127,49,41,14.2,80.99,8.44,111.12,loamy,gram
37,9,79,14.97,84.31,6.8,175.2,clay,pulses
35,47,38,24.02,39.84,5.22,231.24,loamy,millet
137,44,53,17.35,26.23,8.82,156.39,loamy,barley
7,16,166,22.32,33.45,5.85,119.43,clay,wheat
145,119,99,10.86,51.31,7.19,299.47,clay,gram
19,34,38,21.09,58.35,8.77,125.81,loamy,pulses
6,26,36,21.57,39.44,5.22,226.26,loamy,gram
120,83,31,28,96.03,7.64,182.93,loamy,oilseeds
140,101,195,33.32,47.64,7.07,296.36,loamy,wheat
5,37,40,32.51,47.03,6.59,175.18,clay,pulses
0,84,106,22.42,78.37,8.11,112.45,sandy,gram
122,12,83,18.15,59.22,4.71,167.98,clay,barley
79,85,79,17.64,78.69,8.88,248.9,sandy,cotton
98,100,119,25.73,71.42,7.44,200.19,clay,oilseeds
64,68,156,10.07,88.34,4.03,22.16,loamy,oilseeds
94,29,117,15.49,67.66,5.45,223.06,loamy,pulses
92,26,164,25.22,49.84,4.42,154.34,sandy,cotton
101,52,163,38.45,41.88,5.5,155.11,clay,sugarcane
62,73,67,15.79,72.46,4.25,197.61,sandy,cotton
19,117,194,11.17,36.93,5.06,237,loamy,soybean
75,83,14,32.05,49.74,6.34,46.28,loamy,barley
97,108,136,23.13,90.28,4.97,28.15,clay,barley
130,110,149,31.39,50.71,5.96,197.11,sandy,maize
134,33,44,10.58,36.06,7.9,266.34,clay,millet
62,104,187,15.1,73.11,7.89,38.54,clay,bajra
70,5,137,16.91,68.37,8.78,119.44,loamy,wheat
129,50,70,10.05,71.55,7.41,40.37,loamy,soybean
114,112,197,35.02,47.96,7.98,210.89,clay,wheat
97,36,192,17.01,78.32,4.63,161.65,loamy,pulses
124,114,131,25.43,83.51,6,288.11,loamy,soybean
136,114,132,23.76,88.46,6.38,204.47,sandy,jowar
101,5,38,19.1,50.59,7.8,282.38,clay,oilseeds
138,16,157,15.59,22.54,4.72,206.12,sandy,oilseeds
58,65,189,25.41,45.69,5.38,109.88,clay,soybean
67,104,120,30.33,96.51,7.73,72.14,clay,sugarcane
22,90,176,11.71,79.6,5.39,56.4,sandy,cotton
123,7,90,27.88,21.93,6.31,240.6,clay,pulses
111,90,125,35.38,47.71,6.1,139.18,clay,gram
9,30,111,33.63,55.03,5.08,37.52,clay,gram
149,33,8,28.77,77.3,5.33,211.03,sandy,pulses
119,38,157,35.33,47.08,7.13,56.88,sandy,soybean
85,34,197,37.16,96.3,5.25,254.54,loamy,oilseeds
127,67,69,13.37,62.61,4.15,255.44,sandy,pulses
80,60,59,21.5,91.87,4.26,30.44,clay,oilseeds
32,18,119,10.36,60.4,8.57,57.63,sandy,cotton
16,18,81,12.86,94.47,6.23,173.75,loamy,gram
128,75,142,22.08,96.52,6.64,212.41,clay,sugarcane
23,35,139,34.09,58.51,6.02,195.64,clay,oilseeds
57,6,63,14.81,29.21,5.41,172.96,clay,gram
92,59,87,24.17,38.15,6.65,42.51,loamy,sugarcane
88,19,71,32.76,22.31,7.81,271.87,loamy,sugarcane
133,29,100,29.28,36.66,7.21,82.61,sandy,cotton
65,114,178,28.01,84.23,7.94,152.94,sandy,cotton
90,85,62,10.4,66.1,6.92,158.37,sandy,sugarcane
38,95,184,23.26,49.43,5.73,92.25,sandy,jowar
147,22,172,16.22,40.86,6.58,253.35,sandy,bajra
120,81,133,30.26,86.3,8.66,45,clay,rice
69,113,45,31.04,74.6,8.39,141.57,loamy,cotton
14,65,103,12.14,47.23,8.33,298.71,sandy,soybean
106,50,157,36.27,39.43,4.47,86.81,clay,soybean
139,27,73,19.17,35.37,8.39,192.01,loamy,cotton
75,63,60,39.36,48.85,6.25,247.91,clay,sugarcane
62,14,125,17.85,37.45,8.57,195.7,loamy,sugarcane
142,33,163,15.81,87.12,6.75,161.62,clay,soybean
138,55,83,23.88,38.98,4.47,246.98,clay,groundnut
64,15,125,23.15,93.19,6.15,69.99,sandy,sugarcane
101,34,39,13.13,54.88,4.66,94.94,clay,cotton
106,20,14,21.55,87.18,7.71,22.85,clay,gram
69,119,119,18.45,59.15,7.27,203.73,sandy,gram
106,35,30,30.41,67.57,4.34,170.89,loamy,maize
144,114,7,21.93,78.46,5.33,67.78,sandy,millet
114,55,57,31.54,62.56,7.14,295.91,sandy,gram
144,51,171,20.23,92.88,7.6,101.3,clay,oilseeds
54,119,52,12.17,88.53,4.28,231.09,clay,groundnut
121,72,25,25.51,32.52,5.82,233.57,sandy,cotton
118,27,60,34.71,57.63,8.66,249.19,sandy,maize
45,115,86,30.33,51.75,7.96,91.81,loamy,soybean
51,108,130,28.26,95.88,4.72,194.21,clay,sugarcane
31,81,61,39.81,30.78,8.8,37.02,loamy,gram
136,45,19,35.77,61.76,5,43.27,sandy,maize
145,45,117,14.39,30.15,5.48,158.9,sandy,gram
140,21,53,24.61,53.44,6.66,86.55,sandy,millet
117,93,109,28.1,84.55,7.11,262.1,sandy,jowar
104,39,121,24.82,31.16,5.02,56.19,loamy,groundnut
31,17,30,23.09,68.72,8.5,28.51,sandy,maize
77,75,108,36.54,20.87,4.47,172.18,loamy,pulses
141,94,73,34.96,30.98,8.95,295.85,loamy,millet
9,61,144,18.17,41.79,5.16,155.84,sandy,pulses
62,16,60,12.25,38.23,4.6,117.05,sandy,sugarcane
95,113,29,29.92,33.89,5.77,230.96,loamy,pulses
45,32,128,31.08,60.22,7.03,230.8,clay,rice
137,12,19,28.61,28.35,4.67,244.03,sandy,gram
96,26,43,12.71,22.91,5.83,242.4,clay,jowar
47,62,84,16.65,48.73,6.87,78.81,clay,rice
24,75,129,23.5,61.56,4.18,78.88,sandy,sugarcane
54,72,129,17.47,27.98,8.24,191.77,clay,maize
73,81,179,28.59,61.64,5.04,55.19,clay,wheat
22,67,101,37.22,67.36,7.06,236.28,loamy,cotton
109,114,52,36.63,48.57,5.21,189.19,sandy,pulses
91,76,113,20.41,95.96,4.11,230.29,loamy,maize
33,85,150,24.17,21.25,4.97,235.52,loamy,millet
90,116,5,32.38,40.44,8.79,288.3,loamy,bajra
129,13,169,10.83,21.78,7.78,46.67,sandy,wheat
73,15,107,15.86,77.09,8.34,108.45,clay,groundnut
134,51,174,12.34,51.23,8.5,198.18,sandy,gram
130,112,195,21.81,69.1,7.16,112.2,loamy,maize
106,76,127,13.1,28.37,8.23,240.03,clay,bajra
112,5,135,38.25,42.94,8.02,176.21,sandy,sugarcane
47,90,98,38.11,78.93,7.85,275.38,sandy,sugarcane
68,76,58,26.72,53.77,8.05,173.8,loamy,millet
131,114,15,12.85,59.32,7.99,187.99,loamy,barley
65,95,150,20.11,94.99,5.86,161.9,clay,maize
51,8,131,33.59,36.63,5.86,31.58,loamy,jowar
30,7,51,13.78,77.29,4.24,255.87,sandy,pulses
17,84,7,24.06,83.44,5.25,274.87,sandy,maize
126,107,116,20.61,73.04,7.4,285.54,sandy,rice
50,99,145,27.78,77.68,4.25,68.54,loamy,sugarcane
100,116,87,36.81,90.07,5.37,189.39,sandy,pulses
121,71,20,39.41,52.11,5.48,173.04,sandy,millet
92,74,194,31.92,50.62,7.49,258.31,sandy,maize
47,65,175,33.54,53.54,6.5,55.92,clay,bajra
27,11,135,10.7,50.95,5.86,45.66,loamy,bajra
29,18,138,27.12,58.57,5.65,289.76,sandy,soybean
51,13,65,19.95,57.42,8.5,216.88,sandy,soybean
20,98,37,30.63,68.46,5.91,226.26,sandy,rice
28,105,193,11.27,90.88,4.14,124.42,loamy,millet
62,26,13,15.52,61.2,6.15,106.57,sandy,pulses
23,47,38,37.03,52.22,8.55,61.78,loamy,oilseeds
113,10,198,20.3,84.77,4.08,144.18,loamy,gram
76,72,11,10.95,31.26,7.09,125.12,clay,maize
5,52,117,21.57,88.27,5.53,86.48,clay,groundnut
25,27,78,10.69,96.96,5.33,240.18,loamy,barley
29,61,103,15.24,38.29,8.3,36.92,clay,sugarcane
144,72,155,12.58,79.11,4.31,244.41,sandy,barley
51,13,100,16.85,47.5,5.49,166.64,sandy,millet
115,113,48,31.96,26.88,4.4,271.03,loamy,cotton
16,26,174,21.27,82.38,8.24,172.04,loamy,wheat
21,95,114,31.39,64.04,4.25,234.63,loamy,maize
107,100,76,15.99,68.09,7.68,56.99,clay,rice
3,6,54,34.42,45.74,7.73,284.14,clay,cotton
70,100,171,12.84,56.52,7.55,139.99,loamy,jowar
108,35,33,28.37,71.6,6.86,293.32,sandy,groundnut
142,78,174,16.61,48.51,7.93,217.53,loamy,millet
126,34,192,29.96,21.93,6.53,121.33,loamy,cotton
26,74,26,18.51,29.94,7.12,61.6,loamy,millet
78,48,12,25.08,21.76,6.17,265.45,clay,wheat
60,66,20,21.44,56.91,4.76,71.66,loamy,jowar
58,46,186,39.82,45.45,6.2,77.45,clay,pulses
19,48,108,33.28,44.59,8.4,234.43,clay,jowar
51,16,185,21.1,83.63,4.85,163.92,loamy,rice
122,35,59,26.88,37.82,4.67,142.48,loamy,bajra
92,79,89,13.78,81.76,8.48,99.09,sandy,jowar
123,91,59,25.26,97.56,7.81,250.09,loamy,gram
98,58,106,14.14,54.39,7.94,253.4,sandy,gram
128,9,97,32.99,58.1,8.47,201.24,sandy,gram
103,104,199,19.02,98.29,5.53,132.88,clay,millet
10,44,142,36.14,61.5,5.63,254.14,sandy,sugarcane
84,30,94,35.11,38.81,8.34,155.1,clay,soybean
91,57,80,23.92,36.76,5.94,77.3,sandy,maize
54,65,119,29.38,99.45,4.79,45.55,sandy,sugarcane
107,26,57,38.15,94.21,5.01,234.26,clay,millet
120,43,147,16.72,43.27,7.45,288.2,clay,bajra
30,95,105,33.1,78.31,8.86,84.04,clay,oilseeds
40,20,176,27.91,25.84,7.65,244.68,clay,sugarcane
35,27,14,23.15,75.12,8.18,53.82,loamy,soybean
39,79,150,13.32,97.31,4.09,21.17,loamy,barley
97,5,90,27.47,69.68,7.07,93.72,sandy,jowar
13,61,85,15.49,44.88,6.37,243.89,loamy,groundnut
99,13,68,32.49,34.66,6.92,31.39,clay,bajra
114,13,116,19.78,47.11,8.45,104.68,clay,barley
16,23,63,25.45,69.36,5.02,185.28,sandy,maize
20,11,52,31.75,81.82,7.98,287.05,loamy,oilseeds
96,45,182,34.78,64.12,7.69,67.34,clay,jowar
133,66,89,34.32,73.73,4.36,68.7,sandy,groundnut
101,109,168,21.84,40.55,8.45,237.09,loamy,rice
92,54,102,31.65,76.32,6.66,237.77,loamy,millet
77,73,113,10.26,46.16,4.89,87.01,loamy,millet
63,51,120,10.29,47.48,4.43,158.54,sandy,wheat
108,71,82,37.55,73.55,7.29,277.01,sandy,gram
126,7,66,38.91,62.87,6.57,205.83,loamy,soybean
42,11,58,21.72,75.94,6.16,167.8,sandy,gram
145,6,89,29.28,65.69,6.01,153.7,loamy,barley
119,39,131,27.16,68.92,8.89,53.43,sandy,wheat
56,99,142,30.84,74.81,8.06,280.26,sandy,bajra
9,100,88,12.94,35.99,4.96,280.24,clay,sugarcane
28,101,135,14.85,28.09,5.46,76.14,sandy,wheat
123,74,80,25.71,42.71,7.86,288.77,loamy,rice
88,54,193,21.29,53.83,4.46,165.65,sandy,millet
127,97,82,20.87,32,4.71,116.1,clay,soybean
131,66,77,39.59,79.74,4.57,162.19,loamy,bajra
54,72,146,39.83,93.16,7.11,207.26,clay,barley
123,62,181,24.15,74.03,5.06,66.14,clay,wheat
139,24,48,36.92,45.65,8.32,238.85,loamy,rice
114,115,39,12.06,67.22,7.84,70.88,clay,pulses
58,37,70,22.77,73.37,8.47,76.44,loamy,maize
81,52,122,23.94,44.68,8.68,208.8,clay,oilseeds
69,78,16,26.19,89.41,6.76,276.26,clay,barley
44,35,121,23.66,83.14,5.85,258.41,sandy,groundnut
116,44,85,24.74,50.65,6.16,215.88,sandy,sugarcane
1,31,103,32.95,45.46,6.32,128.43,sandy,maize
120,16,162,23.97,45.37,7.48,255.89,sandy,gram
116,71,181,21.38,24.4,6.78,299.18,loamy,bajra
24,97,36,33.58,89.62,6.75,218.82,clay,jowar
142,69,34,33.67,85.92,7.86,26,loamy,soybean
12,107,57,33.09,97.95,7.14,137.52,loamy,maize
8,109,143,28.64,45.72,4.36,265.83,sandy,jowar
8,49,190,26.91,94.07,6.52,297.65,sandy,millet
110,114,182,26.13,57.13,4.87,131.78,sandy,groundnut
27,38,80,11.12,31.33,4.09,255.01,clay,bajra
43,43,26,15.74,64.32,4.97,269.81,loamy,groundnut
19,47,153,31.14,58.34,5.8,122.47,loamy,soybean
119,51,84,30.34,86.68,8.99,281.6,clay,cotton
142,91,127,29.59,23.63,7.61,283.58,loamy,rice
118,75,7,31.08,77.14,4.59,44.64,clay,soybean
72,101,177,37.7,46.01,4.77,247.48,loamy,cotton
89,67,137,18.54,97.44,5.1,37.16,loamy,bajra
119,94,156,29.17,76.49,7.62,21.44,clay,jowar
107,17,14,23.82,89.22,5.2,291.19,clay,rice
126,74,108,19.16,45.87,7.34,110.44,sandy,millet
137,48,72,29.96,54.98,7.16,222.48,sandy,pulses
81,81,24,32.53,61.92,4.64,72.42,clay,jowar
119,99,163,18.44,48.64,4.18,255.55,loamy,cotton
56,39,60,23.98,64.34,8.41,126.69,loamy,cotton
83,16,198,29.9,32.85,7.24,200.13,loamy,cotton
98,111,130,15.71,20.16,7.97,170.81,clay,groundnut
40,24,139,26.62,58.18,7.52,165.11,sandy,jowar
7,39,127,29.62,80.93,8.29,129.95,clay,jowar
49,84,120,13.6,35.97,8.96,270.76,clay,rice
100,59,167,22.09,41.06,7.07,33.17,loamy,sugarcane
29,105,162,31.27,97.17,7.39,232.64,clay,wheat
118,94,139,11.04,95.17,4.18,89.74,sandy,groundnut
94,55,108,16.65,67.57,6.28,105.63,clay,oilseeds
116,111,66,23.44,80.24,5.97,41.72,clay,gram
105,73,109,39.9,56.31,7.79,259.02,clay,bajra
5,82,104,25.93,21.27,5.5,52.84,clay,sugarcane
139,112,18,39.76,97.7,7,138.01,sandy,sugarcane
99,56,58,27.22,59.78,4.45,227.65,sandy,gram
102,48,56,16.38,37.18,8.52,228.01,loamy,rice
68,101,81,24.99,25.05,7.85,95.3,loamy,pulses
68,29,113,27.18,81.66,5.68,39.27,loamy,oilseeds
12,63,114,33.99,41.36,6.03,69.15,sandy,bajra
77,15,32,24.55,99.96,8.02,53.85,sandy,groundnut
77,106,27,14.74,32.19,7.41,175.01,sandy,groundnut
73,73,178,11.69,86.87,8.1,277.55,loamy,wheat
35,65,75,32.28,78.57,6.47,297.03,clay,groundnut
43,61,181,33.6,23.12,5.92,297.41,clay,pulses
39,33,52,39.99,95.17,4.02,237.49,clay,rice
138,86,131,13.89,53.14,6.75,102.84,loamy,wheat
136,85,190,13.6,25.89,8.11,108.9,sandy,jowar
43,73,139,17.16,81.43,5.49,239.39,clay,jowar
51,48,178,25.01,49.41,4.63,67.61,clay,millet
43,38,128,14.56,59.66,6.67,47.3,sandy,sugarcane
129,60,132,26.88,36.1,7.71,201.08,sandy,groundnut
36,67,123,29.03,97.82,4.37,175.59,sandy,oilseeds
18,96,44,33.8,21.54,8.2,132.55,sandy,millet
129,42,148,38.55,36.52,5.46,96.12,sandy,cotton
146,113,112,38.34,45.81,5.09,50.24,loamy,cotton
141,112,128,25.18,58.7,6,292.71,sandy,oilseeds
103,24,160,21.61,93.15,5.26,255.2,clay,maize
136,90,113,35.62,91.06,6.93,117.94,sandy,barley
35,74,96,28.18,39.51,4.88,173.5,clay,millet
52,38,33,29.84,36.05,4.15,190.86,loamy,pulses
68,12,94,11.87,89.63,5.57,201.44,loamy,maize
55,35,79,23.56,54.87,5.09,246.34,clay,barley
87,92,163,24.41,95.09,5.64,145.64,loamy,jowar
74,30,52,27.39,79.41,6.8,270.38,loamy,cotton
80,55,46,23.49,58.02,7.23,78.61,loamy,barley
117,24,130,33.95,60.01,7.16,66.54,loamy,rice
2,8,112,20.74,71.55,6.87,257.99,clay,pulses
62,46,24,28.26,38.36,7.06,286.28,sandy,cotton
21,48,37,10.84,24.83,5.21,28.53,sandy,cotton
131,83,104,11.89,24.85,6.33,92.56,loamy,cotton
110,105,71,11.94,74.65,4.38,154.63,loamy,wheat
61,57,41,25.69,60.03,7.32,112.8,clay,maize
52,81,58,31.89,36.04,4.11,206.88,clay,pulses
126,17,166,33.69,35.84,6.71,245.91,clay,gram
92,37,190,36.42,65.8,8.59,197.95,loamy,millet
130,66,69,21.06,91.3,8.95,167.17,sandy,sugarcane
16,9,54,36.42,39.55,8.62,31.76,loamy,bajra
100,15,22,31.57,39.78,7.67,75.78,clay,gram
121,111,163,34.54,80.12,5.55,156.85,clay,sugarcane
22,44,110,14.18,92.61,7.33,185.15,loamy,rice
41,114,84,18.45,72.11,5.06,177.02,clay,pulses
92,109,74,28.13,76.57,6.14,39.28,clay,oilseeds
28,10,80,22.37,83.61,7.7,269.28,loamy,maize
35,9,14,17.89,36.27,4.19,264.15,loamy,wheat
121,112,188,10.53,62.75,8.98,85.25,sandy,jowar
47,86,36,11.64,54.24,7.51,67.24,sandy,wheat
56,83,196,30.02,31.41,7.92,189.99,clay,jowar
142,24,10,36.1,97.62,5.82,123.32,clay,soybean
26,55,78,36.14,47.55,8.2,184.26,sandy,soybean
5,48,166,32.93,73.86,8.81,227.22,loamy,maize
148,108,171,12.41,78.59,4.17,60.47,sandy,groundnut
106,109,122,16.59,87.98,5.93,144.98,sandy,wheat
70,66,45,26.38,99.18,6.74,74.89,loamy,pulses
5,40,17,31.11,59.98,6.05,167.51,clay,wheat
46,117,185,36.77,44.86,7.09,69.7,sandy,cotton
68,25,131,39.2,34.56,7.13,250.89,sandy,jowar
0,79,176,22.17,46.11,5.2,145.52,clay,maize
149,87,41,34.34,22.02,6.64,35.32,sandy,soybean
54,88,132,27.06,52.34,6.92,62.92,sandy,maize
78,95,120,30.93,67.31,5.27,47.75,loamy,wheat
47,23,87,12.62,78.68,4.11,220.7,loamy,jowar
127,99,109,36.97,63.5,4.21,137.81,loamy,maize
32,85,20,18.44,79.29,7.28,46.03,sandy,oilseeds
113,57,49,19.05,45.24,4.33,248.95,sandy,barley
26,94,161,18.91,53.06,8.84,122.11,sandy,jowar
147,56,26,31.16,32.52,8.09,185.14,sandy,bajra
56,13,54,16.21,52.16,7.6,157.66,loamy,sugarcane
33,29,20,17.61,89.93,8.78,266.12,loamy,groundnut
11,80,176,34.16,21.31,8.86,257.85,clay,rice
29,83,164,18.99,55.65,8.18,182.42,clay,soybean
122,30,94,24.09,70.82,8.11,79.75,loamy,millet
146,62,190,16.24,47.44,7.14,117.51,loamy,gram
88,116,65,24.3,84.94,8.37,41.93,sandy,gram
24,53,176,10.92,23.62,5.47,55.66,clay,cotton
67,56,185,12.92,29.13,7.87,41.82,sandy,groundnut
90,68,134,19.23,60.63,4.63,189.78,sandy,sugarcane
24,19,165,11.83,24.33,5.6,188.03,loamy,soybean
53,37,101,10.68,22.78,7.4,146.86,loamy,gram
127,119,105,30.27,22.31,8.63,114.78,loamy,rice
1,6,160,38.71,60.39,5.07,175.76,clay,barley
76,12,16,12.42,47.73,7.61,282.99,loamy,maize
71,45,37,12.15,78.14,5.16,46.2,clay,soybean
37,19,152,32.55,50.2,4.62,256.32,sandy,cotton
128,113,82,39.83,23.21,7.96,261.75,sandy,oilseeds
40,5,187,29.98,30.21,7.32,264.69,clay,sugarcane
42,9,194,31.88,37.97,7.21,178.2,clay,gram
118,88,95,39.37,90.56,7.98,138.12,clay,barley
9,25,41,31.94,24.64,7.54,179.71,sandy,gram
93,112,27,28.72,65.82,4.96,176.23,loamy,groundnut
139,116,175,35.13,97.46,5.6,132.56,sandy,jowar
85,92,122,37.41,53.73,8.45,39.15,loamy,maize
133,54,164,14.93,72.24,8.23,160.13,sandy,oilseeds
76,100,81,23.57,54.4,7.71,101.23,loamy,cotton
103,28,196,16.63,27.39,6.6,140.62,loamy,sugarcane
40,45,45,30.81,76.02,7.16,284.79,loamy,maize
134,20,84,31.28,74.72,6.56,23.2,sandy,wheat
60,32,182,22.86,66.92,6.61,157.73,loamy,jowar
115,10,167,22.49,65.9,7.26,54.56,loamy,cotton
79,51,100,17.08,21.87,4.42,175.12,loamy,barley
54,101,118,15.54,99.18,5.33,77.64,loamy,sugarcane
12,23,55,18.47,99.3,8.51,298.84,loamy,groundnut
35,103,132,14.26,63.33,4.11,117.34,clay,maize
125,6,196,21.4,71.58,5.92,201.81,loamy,oilseeds
61,72,67,36.04,87.02,4.49,225.53,loamy,pulses
45,54,199,35.55,89.53,6.75,238.42,sandy,sugarcane
149,119,84,22.99,69.23,5.58,220.13,clay,millet
64,45,189,35.94,24.37,8.86,271.1,loamy,rice
46,23,43,36.02,70.62,6.52,22.15,clay,maize
33,10,105,16.16,90.66,8.32,212.9,clay,soybean
59,92,76,10.27,20.46,6.1,136.31,loamy,soybean
58,45,99,30.63,45,4.95,237.06,loamy,jowar
47,70,62,20.08,26.16,5.96,151.97,loamy,gram
121,49,106,16.22,51.33,5.52,110.57,clay,gram
11,12,89,16.84,34.95,4.63,193.76,sandy,rice
11,48,103,35.71,82.61,4.1,275.74,clay,bajra
44,22,25,27.76,44.44,5.74,295.62,clay,pulses
118,39,29,25.46,86.3,6.78,248.87,clay,oilseeds
99,110,120,15.04,27.59,8.18,258.91,sandy,rice
52,56,121,29.49,25.52,7.28,60.93,loamy,pulses
107,14,86,36.25,44.61,5.86,47.39,clay,sugarcane
69,61,129,30.85,73.03,4.98,50.02,sandy,sugarcane
67,48,170,25.85,99.81,4.61,296.55,loamy,barley
140,90,76,30.44,68.99,5.12,100.44,loamy,groundnut
109,49,25,20.75,53.66,7,21.12,clay,bajra
104,24,101,37.75,92.93,4.36,140.79,loamy,oilseeds
123,39,168,12.38,61.68,6.61,246.03,loamy,bajra
49,21,154,28.52,57.28,7.19,223.92,clay,jowar
56,61,123,22.45,91.6,7.71,160.68,clay,wheat
127,89,47,13.12,39.55,5.41,289.85,loamy,bajra
23,11,187,23.55,87.95,5.28,252.12,loamy,pulses
145,41,45,11.75,66.95,5.84,70.84,loamy,bajra
5,85,159,28.11,22.54,8.01,173.31,sandy,groundnut
67,91,58,24.42,58.78,7.97,232.46,loamy,sugarcane
77,71,23,26.21,79.36,8.3,244.83,sandy,oilseeds
10,78,98,31.83,82.71,6.99,73.32,sandy,pulses
101,33,142,28.08,93.01,4.61,52.89,sandy,barley
65,101,128,35.3,32.7,7.05,187.4,clay,soybean
46,83,81,28.64,62.23,8.23,147.13,clay,groundnut
33,85,137,16.05,61.3,8.69,265.8,loamy,soybean
131,107,55,11.17,95.78,5.15,91.14,clay,bajra
114,82,102,32.38,74.16,8.18,199.8,clay,oilseeds
21,38,86,19.68,89.48,7.82,68,sandy,barley
96,73,149,31.23,44.03,5.79,184.35,sandy,pulses
92,24,198,21.77,66.73,4.06,25.01,loamy,sugarcane
133,8,85,32.6,80.21,6.14,268.36,sandy,barley
61,21,106,14.07,45.41,6.78,152.05,clay,pulses
50,50,114,30.75,51.1,6.86,65.69,loamy,oilseeds
